timestamp,model,call_type,in_tokens,out_tokens,latency_ms,usd,query_id,iteration,policy
2026-08-31T06:52:24.199740+00:00,gemini-embedding-001,embed,98,0,1785.0703000003705,1.47e-05,,0,ingest
2026-08-31T06:52:24.978778+00:00,gemini-embedding-001,embed,68,0,774.0260999999009,1.02e-05,,0,ingest
2026-08-31T06:52:25.712670+00:00,gemini-embedding-001,embed,206,0,728.3434999999372,3.09e-05,,0,ingest
2026-08-31T06:52:26.406640+00:00,gemini-embedding-001,embed,110,0,691.1000000000058,1.6499999999999998e-05,,0,ingest
2026-08-31T06:52:27.105123+00:00,gemini-embedding-001,embed,120,0,693.2449999994788,1.7999999999999997e-05,,0,ingest
2026-08-31T06:52:27.795879+00:00,gemini-embedding-001,embed,130,0,687.111800000821,1.95e-05,,0,ingest
2026-08-31T06:52:28.508521+00:00,gemini-embedding-001,embed,90,0,709.0981000001193,1.3499999999999998e-05,,0,ingest
2026-08-31T06:52:29.165211+00:00,gemini-embedding-001,embed,190,0,653.4165000002758,2.8499999999999998e-05,,0,ingest
2026-08-31T06:52:30.033218+00:00,gemini-embedding-001,embed,237,0,863.6196999996173,3.555e-05,,0,ingest
2026-08-31T06:52:30.889156+00:00,gemini-embedding-001,embed,65,0,850.1039000002493,9.75e-06,,0,ingest
2026-08-31T06:52:31.820387+00:00,gemini-embedding-001,embed,244,0,923.7080000002607,3.6599999999999995e-05,,0,ingest
2026-08-31T06:52:32.990149+00:00,gemini-embedding-001,embed,230,0,1166.4545000003272,3.45e-05,,0,ingest
2026-08-31T06:52:34.260236+00:00,gemini-embedding-001,embed,190,0,1266.796200000499,2.8499999999999998e-05,,0,ingest
2026-08-31T06:52:35.358118+00:00,gemini-embedding-001,embed,175,0,1093.8989999995101,2.6249999999999998e-05,,0,ingest
2026-08-31T06:52:36.341692+00:00,gemini-embedding-001,embed,254,0,976.5115000000151,3.81e-05,,0,ingest
2026-08-31T06:52:37.640001+00:00,gemini-embedding-001,embed,110,0,803.458899999896,1.6499999999999998e-05,,0,ingest
2026-08-31T06:52:38.543207+00:00,gemini-embedding-001,embed,275,0,896.9959999994899,4.125e-05,,0,ingest
2026-08-31T06:52:39.519809+00:00,gemini-embedding-001,embed,134,0,971.4953000002424,2.01e-05,,0,ingest
2026-08-31T06:52:40.171130+00:00,gemini-embedding-001,embed,171,0,647.1917999997459,2.565e-05,,0,ingest
2026-08-31T06:52:41.070351+00:00,gemini-embedding-001,embed,233,0,895.298599999478,3.4949999999999996e-05,,0,ingest
2026-08-31T06:52:42.002031+00:00,gemini-embedding-001,embed,164,0,925.7664999995541,2.4599999999999998e-05,,0,ingest
2026-08-31T06:52:42.936525+00:00,gemini-embedding-001,embed,248,0,929.0609999998196,3.7199999999999996e-05,,0,ingest
2026-08-31T06:52:44.110592+00:00,gemini-embedding-001,embed,210,0,1170.5167000000074,3.149999999999999e-05,,0,ingest
2026-08-31T06:52:44.942043+00:00,gemini-embedding-001,embed,238,0,826.0929999996733,3.5699999999999994e-05,,0,ingest
2026-08-31T06:52:45.598987+00:00,gemini-embedding-001,embed,42,0,651.6990999998598,6.3e-06,,0,ingest
2026-08-31T06:52:46.489391+00:00,gemini-embedding-001,embed,164,0,886.7268000003605,2.4599999999999998e-05,,0,ingest
2026-08-31T06:52:47.441728+00:00,gemini-embedding-001,embed,175,0,949.2562999994334,2.6249999999999998e-05,,0,ingest
2026-08-31T06:52:48.608901+00:00,gemini-embedding-001,embed,197,0,1162.123199999769,2.955e-05,,0,ingest
2026-08-31T06:52:49.498694+00:00,gemini-embedding-001,embed,191,0,886.3171000002694,2.865e-05,,0,ingest
2026-08-31T06:52:50.474752+00:00,gemini-embedding-001,embed,178,0,972.0615999995061,2.6699999999999995e-05,,0,ingest
2026-08-31T06:52:51.622338+00:00,gemini-embedding-001,embed,266,0,1143.6460000004445,3.99e-05,,0,ingest
2026-08-31T06:52:52.398800+00:00,gemini-embedding-001,embed,82,0,771.3720000001558,1.2299999999999999e-05,,0,ingest
2026-08-31T06:52:53.286973+00:00,gemini-embedding-001,embed,257,0,883.3131000001231,3.8549999999999995e-05,,0,ingest
2026-08-31T06:52:53.986654+00:00,gemini-embedding-001,embed,111,0,694.4886999999653,1.6649999999999998e-05,,0,ingest
2026-08-31T06:52:54.741241+00:00,gemini-embedding-001,embed,77,0,749.3490999995629,1.155e-05,,0,ingest
2026-08-31T06:52:55.741161+00:00,gemini-embedding-001,embed,144,0,994.3567999998777,2.1599999999999996e-05,,0,ingest
2026-08-31T06:52:56.720537+00:00,gemini-embedding-001,embed,123,0,976.3111000002027,1.8449999999999998e-05,,0,ingest
2026-08-31T06:52:57.402983+00:00,gemini-embedding-001,embed,130,0,678.288000000066,1.95e-05,,0,ingest
2026-08-31T06:52:58.394830+00:00,gemini-embedding-001,embed,99,0,987.6428000006854,1.485e-05,,0,ingest
2026-08-31T06:52:59.782173+00:00,gemini-embedding-001,embed,249,0,1381.4954999998008,3.735e-05,,0,ingest
2026-08-31T06:53:00.692633+00:00,gemini-embedding-001,embed,196,0,907.1395000000848,2.94e-05,,0,ingest
2026-08-31T06:53:01.652348+00:00,gemini-embedding-001,embed,109,0,953.6158000000796,1.6349999999999998e-05,,0,ingest
2026-08-31T06:53:02.588923+00:00,gemini-embedding-001,embed,223,0,931.0224000000744,3.345e-05,,0,ingest
2026-08-31T06:53:03.284601+00:00,gemini-embedding-001,embed,135,0,690.9869999999501,2.025e-05,,0,ingest
2026-08-31T06:53:04.193619+00:00,gemini-embedding-001,embed,241,0,903.9873000001535,3.615e-05,,0,ingest
2026-08-31T06:53:05.109610+00:00,gemini-embedding-001,embed,259,0,910.6101999996099,3.8849999999999996e-05,,0,ingest
2026-08-31T06:53:06.052171+00:00,gemini-embedding-001,embed,81,0,937.1381999999358,1.2149999999999999e-05,,0,ingest
2026-08-31T06:53:06.736859+00:00,gemini-embedding-001,embed,150,0,680.8872999999949,2.2499999999999998e-05,,0,ingest
2026-08-31T06:53:08.013045+00:00,gemini-embedding-001,embed,107,0,1272.9263999999603,1.6049999999999997e-05,,0,ingest
2026-08-31T06:53:08.741256+00:00,gemini-embedding-001,embed,166,0,724.0982000002987,2.49e-05,,0,ingest
2026-08-31T06:53:09.476319+00:00,gemini-embedding-001,embed,191,0,729.4187999996211,2.865e-05,,0,ingest
2026-08-31T06:53:10.682506+00:00,gemini-embedding-001,embed,218,0,1202.5772999995752,3.2699999999999995e-05,,0,ingest
2026-08-31T06:53:11.584752+00:00,gemini-embedding-001,embed,134,0,898.3230999992884,2.01e-05,,0,ingest
2026-08-31T06:53:12.498202+00:00,gemini-embedding-001,embed,220,0,908.115899999757,3.2999999999999996e-05,,0,ingest
2026-08-31T06:53:13.390500+00:00,gemini-embedding-001,embed,243,0,888.7517000002845,3.645e-05,,0,ingest
2026-08-31T06:53:14.322283+00:00,gemini-embedding-001,embed,48,0,927.2749000001568,7.2e-06,,0,ingest
2026-08-31T06:53:15.051788+00:00,gemini-embedding-001,embed,69,0,725.8107999996355,1.035e-05,,0,ingest
2026-08-31T06:53:15.716258+00:00,gemini-embedding-001,embed,102,0,659.1166999996858,1.53e-05,,0,ingest
2026-08-31T06:53:16.442480+00:00,gemini-embedding-001,embed,205,0,722.7297999997973,3.0749999999999995e-05,,0,ingest
2026-08-31T06:53:17.320397+00:00,gemini-embedding-001,embed,195,0,874.0711999998894,2.925e-05,,0,ingest
2026-08-31T06:53:18.008954+00:00,gemini-embedding-001,embed,138,0,683.6777999997139,2.07e-05,,0,ingest
2026-08-31T06:53:18.951035+00:00,gemini-embedding-001,embed,196,0,938.9443000000028,2.94e-05,,0,ingest
2026-08-31T06:53:19.621992+00:00,gemini-embedding-001,embed,79,0,665.3074999994715,1.1849999999999998e-05,,0,ingest
2026-08-31T06:53:20.543013+00:00,gemini-embedding-001,embed,243,0,916.8337999999494,3.645e-05,,0,ingest
2026-08-31T06:53:21.207816+00:00,gemini-embedding-001,embed,75,0,658.1664999994246,1.1249999999999999e-05,,0,ingest
2026-08-31T06:53:22.771468+00:00,gemini-embedding-001,embed,167,0,1145.0005000006058,2.505e-05,,0,ingest
2026-08-31T06:53:23.714022+00:00,gemini-embedding-001,embed,111,0,937.1510000000853,1.6649999999999998e-05,,0,ingest
2026-08-31T06:53:24.667017+00:00,gemini-embedding-001,embed,220,0,949.2194999993444,3.2999999999999996e-05,,0,ingest
2026-08-31T06:53:25.561636+00:00,gemini-embedding-001,embed,174,0,888.9395999995031,2.6099999999999997e-05,,0,ingest
2026-08-31T06:53:26.431868+00:00,gemini-embedding-001,embed,141,0,865.473199999542,2.1149999999999996e-05,,0,ingest
2026-08-31T06:53:27.113857+00:00,gemini-embedding-001,embed,53,0,678.1382999997732,7.949999999999998e-06,,0,ingest
2026-08-31T06:53:27.771532+00:00,gemini-embedding-001,embed,44,0,651.4425999994273,6.599999999999999e-06,,0,ingest
2026-08-31T06:53:28.471327+00:00,gemini-embedding-001,embed,95,0,695.6239999999525,1.4249999999999999e-05,,0,ingest
2026-08-31T06:53:29.135718+00:00,gemini-embedding-001,embed,80,0,661.283800000092,1.1999999999999999e-05,,0,ingest
2026-08-31T06:53:30.050471+00:00,gemini-embedding-001,embed,121,0,908.6763000004794,1.8149999999999997e-05,,0,ingest
2026-08-31T06:53:31.002469+00:00,gemini-embedding-001,embed,171,0,948.3818999997311,2.565e-05,,0,ingest
2026-08-31T06:53:31.687104+00:00,gemini-embedding-001,embed,124,0,679.3291000003592,1.8599999999999998e-05,,0,ingest
2026-08-31T06:53:33.092499+00:00,gemini-embedding-001,embed,219,0,1401.0152000000744,3.285e-05,,0,ingest
2026-08-31T06:53:33.993523+00:00,gemini-embedding-001,embed,238,0,896.7757000000347,3.5699999999999994e-05,,0,ingest
2026-08-31T06:53:35.004121+00:00,gemini-embedding-001,embed,139,0,1004.3114999998579,2.085e-05,,0,ingest
2026-08-31T06:53:35.910590+00:00,gemini-embedding-001,embed,175,0,900.2648000005138,2.6249999999999998e-05,,0,ingest
2026-08-31T06:53:36.851726+00:00,gemini-embedding-001,embed,230,0,936.7987000005087,3.45e-05,,0,ingest
2026-08-31T06:53:37.536404+00:00,gemini-embedding-001,embed,141,0,680.2139999999781,2.1149999999999996e-05,,0,ingest
2026-08-31T06:53:38.182628+00:00,gemini-embedding-001,embed,87,0,642.5792000000001,1.3049999999999999e-05,,0,ingest
2026-08-31T06:53:38.860133+00:00,gemini-embedding-001,embed,102,0,672.7599999994709,1.53e-05,,0,ingest
2026-08-31T06:53:39.523027+00:00,gemini-embedding-001,embed,95,0,658.5805000004257,1.4249999999999999e-05,,0,ingest
2026-08-31T06:53:40.275240+00:00,gemini-embedding-001,embed,118,0,746.9325000001845,1.7699999999999997e-05,,0,ingest
2026-08-31T06:53:40.953014+00:00,gemini-embedding-001,embed,108,0,672.5807000002533,1.6199999999999997e-05,,0,ingest
2026-08-31T06:53:41.835836+00:00,gemini-embedding-001,embed,195,0,876.8222999997306,2.925e-05,,0,ingest
2026-08-31T06:53:42.515271+00:00,gemini-embedding-001,embed,75,0,675.4716000004919,1.1249999999999999e-05,,0,ingest
2026-08-31T06:53:43.172422+00:00,gemini-embedding-001,embed,57,0,651.5779999999722,8.55e-06,,0,ingest
2026-08-31T06:53:44.122384+00:00,gemini-embedding-001,embed,252,0,945.057299999462,3.78e-05,,0,ingest
2026-08-31T06:53:45.071316+00:00,gemini-embedding-001,embed,97,0,942.3795000002428,1.455e-05,,0,ingest
2026-08-31T06:53:45.790603+00:00,gemini-embedding-001,embed,103,0,713.7910999999804,1.545e-05,,0,ingest
2026-08-31T06:53:46.712505+00:00,gemini-embedding-001,embed,158,0,915.904600000431,2.3699999999999997e-05,,0,ingest
2026-08-31T06:53:47.430817+00:00,gemini-embedding-001,embed,73,0,712.4654000008377,1.0949999999999998e-05,,0,ingest
2026-08-31T06:53:48.092162+00:00,gemini-embedding-001,embed,219,0,657.5215000002572,3.285e-05,,0,ingest
2026-08-31T06:53:48.809545+00:00,gemini-embedding-001,embed,77,0,710.9853000001749,1.155e-05,,0,ingest
2026-08-31T06:53:49.462036+00:00,gemini-embedding-001,embed,64,0,648.0529000000388,9.6e-06,,0,ingest
2026-08-31T06:53:50.109285+00:00,gemini-embedding-001,embed,65,0,643.5074999999415,9.75e-06,,0,ingest
2026-08-31T06:53:50.741443+00:00,gemini-embedding-001,embed,27,0,627.6776000004247,4.049999999999999e-06,,0,ingest
2026-08-31T06:53:51.901514+00:00,gemini-embedding-001,embed,267,0,1151.8753000000288,4.005e-05,,0,ingest
2026-08-31T06:53:52.872090+00:00,gemini-embedding-001,embed,170,0,967.7864000004774,2.55e-05,,0,ingest
2026-08-31T06:53:53.861308+00:00,gemini-embedding-001,embed,228,0,984.1378999999506,3.42e-05,,0,ingest
2026-08-31T06:53:54.740792+00:00,gemini-embedding-001,embed,215,0,874.9271000006047,3.225e-05,,0,ingest
2026-08-31T06:53:55.912701+00:00,gemini-embedding-001,embed,271,0,1166.8242999994618,4.065e-05,,0,ingest
2026-08-31T06:53:57.101892+00:00,gemini-embedding-001,embed,277,0,1184.1604999999618,4.155e-05,,0,ingest
2026-08-31T06:53:57.821098+00:00,gemini-embedding-001,embed,130,0,713.6801999995441,1.95e-05,,0,ingest
2026-08-31T06:53:58.772475+00:00,gemini-embedding-001,embed,281,0,946.5676999998323,4.215e-05,,0,ingest
2026-08-31T06:53:59.943091+00:00,gemini-embedding-001,embed,271,0,1163.0263999995805,4.065e-05,,0,ingest
2026-08-31T06:54:00.670770+00:00,gemini-embedding-001,embed,127,0,722.6777999994738,1.905e-05,,0,ingest
2026-08-31T06:54:01.315643+00:00,gemini-embedding-001,embed,68,0,640.5914000006305,1.02e-05,,0,ingest
2026-08-31T06:54:02.252039+00:00,gemini-embedding-001,embed,265,0,931.5237999999226,3.975e-05,,0,ingest
2026-08-31T06:54:02.917810+00:00,gemini-embedding-001,embed,101,0,662.004199999501,1.5149999999999999e-05,,0,ingest
2026-08-31T06:54:03.599858+00:00,gemini-embedding-001,embed,169,0,673.5880000005636,2.535e-05,,0,ingest
2026-08-31T06:54:04.863801+00:00,gemini-embedding-001,embed,47,0,834.7735999996075,7.049999999999999e-06,,0,ingest
2026-08-31T06:54:05.812131+00:00,gemini-embedding-001,embed,146,0,941.5177999999287,2.1899999999999997e-05,,0,ingest
2026-08-31T06:54:06.752702+00:00,gemini-embedding-001,embed,63,0,936.325399999987,9.45e-06,,0,ingest
2026-08-31T06:54:07.652757+00:00,gemini-embedding-001,embed,90,0,893.548600000031,1.3499999999999998e-05,,0,ingest
2026-08-31T06:54:08.314982+00:00,gemini-embedding-001,embed,129,0,657.5628000000506,1.935e-05,,0,ingest
2026-08-31T06:54:08.940822+00:00,gemini-embedding-001,embed,69,0,620.9653999994771,1.035e-05,,0,ingest
2026-08-31T06:54:09.864886+00:00,gemini-embedding-001,embed,53,0,917.2644999998738,7.949999999999998e-06,,0,ingest
2026-08-31T06:54:10.802181+00:00,gemini-embedding-001,embed,119,0,930.8104000001549,1.7849999999999997e-05,,0,ingest
2026-08-31T06:54:11.654732+00:00,gemini-embedding-001,embed,71,0,846.5592000002289,1.0649999999999998e-05,,0,ingest
2026-08-31T06:54:12.573327+00:00,gemini-embedding-001,embed,129,0,912.3483999992459,1.935e-05,,0,ingest
2026-08-31T06:54:13.245202+00:00,gemini-embedding-001,embed,98,0,666.2024999995992,1.47e-05,,0,ingest
2026-08-31T06:54:14.433166+00:00,gemini-embedding-001,embed,224,0,1181.0886000002938,3.36e-05,,0,ingest
2026-08-31T06:54:15.058651+00:00,gemini-embedding-001,embed,75,0,621.9651999999769,1.1249999999999999e-05,,0,ingest
2026-08-31T06:54:15.742217+00:00,gemini-embedding-001,embed,165,0,679.1870999995808,2.475e-05,,0,ingest
2026-08-31T06:54:16.593552+00:00,gemini-embedding-001,embed,157,0,847.1710000003441,2.3549999999999996e-05,,0,ingest
2026-08-31T06:54:17.300210+00:00,gemini-embedding-001,embed,103,0,699.6770999994624,1.545e-05,,0,ingest
2026-08-31T06:54:18.184400+00:00,gemini-embedding-001,embed,256,0,878.5336000000825,3.84e-05,,0,ingest
2026-08-31T06:54:19.041912+00:00,gemini-embedding-001,embed,243,0,851.8742000005659,3.645e-05,,0,ingest
2026-08-31T06:54:20.203765+00:00,gemini-embedding-001,embed,251,0,1157.494700000825,3.7649999999999994e-05,,0,ingest
2026-08-31T06:54:21.383620+00:00,gemini-embedding-001,embed,253,0,1175.1623000000109,3.7949999999999994e-05,,0,ingest
2026-08-31T06:54:22.079632+00:00,gemini-embedding-001,embed,135,0,691.0932999999204,2.025e-05,,0,ingest
2026-08-31T06:54:23.011873+00:00,gemini-embedding-001,embed,204,0,927.5006000007124,3.06e-05,,0,ingest
2026-08-31T06:54:23.950583+00:00,gemini-embedding-001,embed,206,0,932.9840999998851,3.09e-05,,0,ingest
2026-08-31T06:54:24.839244+00:00,gemini-embedding-001,embed,245,0,885.147799999686,3.675e-05,,0,ingest
2026-08-31T06:54:26.022559+00:00,gemini-embedding-001,embed,128,0,1177.0955000001777,1.92e-05,,0,ingest
2026-08-31T06:54:27.153631+00:00,gemini-embedding-001,embed,163,0,1124.9202999997578,2.4449999999999998e-05,,0,ingest
2026-08-31T06:54:28.113509+00:00,gemini-embedding-001,embed,108,0,952.9093999999532,1.6199999999999997e-05,,0,ingest
2026-08-31T06:54:28.743259+00:00,gemini-embedding-001,embed,50,0,622.2086000007039,7.499999999999999e-06,,0,ingest
2026-08-31T06:54:29.377848+00:00,gemini-embedding-001,embed,45,0,630.3365000003396,6.749999999999999e-06,,0,ingest
2026-08-31T06:54:30.321872+00:00,gemini-embedding-001,embed,88,0,938.6203000003661,1.3199999999999997e-05,,0,ingest
2026-08-31T06:54:31.253209+00:00,gemini-embedding-001,embed,40,0,926.8967999996676,5.999999999999999e-06,,0,ingest
2026-08-31T06:54:32.121490+00:00,gemini-embedding-001,embed,42,0,862.0218999994904,6.3e-06,,0,ingest
2026-08-31T06:54:32.789278+00:00,gemini-embedding-001,embed,54,0,661.5700000002107,8.099999999999999e-06,,0,ingest
2026-08-31T06:54:33.751196+00:00,gemini-embedding-001,embed,34,0,957.7423000000636,5.1e-06,,0,ingest
2026-08-31T06:54:34.632527+00:00,gemini-embedding-001,embed,50,0,876.5698999995948,7.499999999999999e-06,,0,ingest
2026-08-31T06:54:35.271816+00:00,gemini-embedding-001,embed,47,0,633.0274000001737,7.049999999999999e-06,,0,ingest
2026-08-31T06:54:35.972026+00:00,gemini-embedding-001,embed,131,0,693.5096999995949,1.965e-05,,0,ingest
2026-08-31T06:54:36.912242+00:00,gemini-embedding-001,embed,85,0,933.4724999998798,1.275e-05,,0,ingest
2026-08-31T06:54:37.611203+00:00,gemini-embedding-001,embed,153,0,693.0891000001793,2.295e-05,,0,ingest
2026-08-31T06:54:38.560460+00:00,gemini-embedding-001,embed,89,0,944.308799999817,1.3349999999999998e-05,,0,ingest
2026-08-31T06:54:39.193279+00:00,gemini-embedding-001,embed,225,0,627.5166999994326,3.375e-05,,0,ingest
2026-08-31T06:54:39.832280+00:00,gemini-embedding-001,embed,153,0,633.9075000005323,2.295e-05,,0,ingest
2026-08-31T06:54:40.741496+00:00,gemini-embedding-001,embed,195,0,903.8251000001765,2.925e-05,,0,ingest
2026-08-31T06:54:41.419785+00:00,gemini-embedding-001,embed,150,0,672.9777000000468,2.2499999999999998e-05,,0,ingest
2026-08-31T06:54:42.364113+00:00,gemini-embedding-001,embed,163,0,939.6526999998969,2.4449999999999998e-05,,0,ingest
2026-08-31T06:54:43.104374+00:00,gemini-embedding-001,embed,128,0,735.5513000002247,1.92e-05,,0,ingest
2026-08-31T06:54:44.251551+00:00,gemini-embedding-001,embed,263,0,1142.0684000004258,3.945e-05,,0,ingest
2026-08-31T06:54:44.940608+00:00,gemini-embedding-001,embed,52,0,683.9287000002514,7.799999999999998e-06,,0,ingest
2026-08-31T06:54:45.570515+00:00,gemini-embedding-001,embed,180,0,625.0783999994383,2.6999999999999996e-05,,0,ingest
2026-08-31T06:54:46.265622+00:00,gemini-embedding-001,embed,162,0,689.6522000006371,2.4299999999999998e-05,,0,ingest
2026-08-31T06:54:47.813604+00:00,gemini-embedding-001,embed,110,0,1107.2517000002335,1.6499999999999998e-05,,0,ingest
2026-08-31T06:54:48.544315+00:00,gemini-embedding-001,embed,137,0,721.9223000001875,2.055e-05,,0,ingest
2026-08-31T06:54:49.226083+00:00,gemini-embedding-001,embed,94,0,675.9821999994529,1.4099999999999999e-05,,0,ingest
2026-08-31T06:54:50.414995+00:00,gemini-embedding-001,embed,163,0,1184.0609000000768,2.4449999999999998e-05,,0,ingest
2026-08-31T06:54:51.613336+00:00,gemini-embedding-001,embed,278,0,1192.0019999997749,4.17e-05,,0,ingest
2026-08-31T06:54:52.257284+00:00,gemini-embedding-001,embed,168,0,638.7113999999201,2.52e-05,,0,ingest
2026-08-31T06:54:53.012821+00:00,gemini-embedding-001,embed,135,0,750.4103000001123,2.025e-05,,0,ingest
2026-08-31T06:54:53.712696+00:00,gemini-embedding-001,embed,94,0,693.3844999994108,1.4099999999999999e-05,,0,ingest
2026-08-31T06:54:54.692066+00:00,gemini-embedding-001,embed,54,0,972.5469999993948,8.099999999999999e-06,,0,ingest
2026-08-31T06:54:55.388410+00:00,gemini-embedding-001,embed,123,0,688.8487000005625,1.8449999999999998e-05,,0,ingest
2026-08-31T06:54:56.571555+00:00,gemini-embedding-001,embed,239,0,1176.5242999999828,3.585e-05,,0,ingest
2026-08-31T06:54:57.222522+00:00,gemini-embedding-001,embed,97,0,643.6252000003151,1.455e-05,,0,ingest
2026-08-31T06:54:57.848691+00:00,gemini-embedding-001,embed,123,0,621.5144999996483,1.8449999999999998e-05,,0,ingest
2026-08-31T06:54:58.501512+00:00,gemini-embedding-001,embed,81,0,647.179600000527,1.2149999999999999e-05,,0,ingest
2026-08-31T06:54:59.452053+00:00,gemini-embedding-001,embed,180,0,945.3387000003204,2.6999999999999996e-05,,0,ingest
2026-08-31T06:55:00.391325+00:00,gemini-embedding-001,embed,142,0,933.0698000003395,2.1299999999999996e-05,,0,ingest
2026-08-31T06:55:01.291708+00:00,gemini-embedding-001,embed,300,0,894.5379000006142,4.4999999999999996e-05,,0,ingest
2026-08-31T06:55:02.452726+00:00,gemini-embedding-001,embed,226,0,1156.7262999997183,3.39e-05,,0,ingest
2026-08-31T06:55:03.592904+00:00,gemini-embedding-001,embed,205,0,1133.4712999996555,3.0749999999999995e-05,,0,ingest
2026-08-31T06:55:04.505681+00:00,gemini-embedding-001,embed,170,0,907.0408999996289,2.55e-05,,0,ingest
2026-08-31T06:55:05.440851+00:00,gemini-embedding-001,embed,129,0,930.1839999998265,1.935e-05,,0,ingest
2026-08-31T06:55:06.384729+00:00,gemini-embedding-001,embed,212,0,939.2900000002555,3.1799999999999994e-05,,0,ingest
2026-08-31T06:55:07.251329+00:00,gemini-embedding-001,embed,242,0,860.945499999616,3.6299999999999995e-05,,0,ingest
